site_id,impervious_pct,elevation_m,dist_to_major_road_km,impervious_pct_100m,impervious_pct_300m,impervious_pct_500m,impervious_pct_1000m,landcover_pct_developed,landcover_pct_forest,landcover_pct_agriculture,landcover_pct_water,landcover_pct_other,road_density_100m,road_density_300m,road_density_500m,road_density_1000m,city,pollutant
550590019,9.916637905979808,178.1607609467305,1.1294597903541832,7.457188280717692,12.746965912244853,9.916637905979808,6.67943647261829,32.00928213325583,0.0,0.0,20.568280898060024,47.42243696868414,0.0,0.0,0.0,0.0,milwaukee,no2
550790056,50.21689104819847,228.20669285033324,0.027756337873376884,65.94343480236255,52.37678033026783,50.21689104819847,53.090655957101156,100.0,0.0,0.0,0.0,0.0,19.140160353021763,11.921626997557228,6.558089164799733,3.696112287944617,milwaukee,no2
550790068,45.28277503053753,195.69489742090272,0.5640485288237126,50.81158432708687,41.781214131654956,45.28277503053753,54.48012467763609,83.29042189436974,1.614287465773019,0.0,4.737059590138998,10.358231049718238,0.0,0.0,0.0,1.131615915778973,milwaukee,no2
