n_obs,n_groups,group_variance,residual_variance,icc_between_site_share,city,pollutant,coef_Intercept,coef_temperature_2m,coef_relative_humidity_pct,coef_wind_speed_ms,coef_total_precipitation,coef_boundary_layer_height,coef_satellite_pm25,coef_satellite_no2
258,2,0.07714992657878793,14.289563243161625,0.005370047112883365,madison,pm25,-0.5625080392476862,0.00624248516905466,0.12942449171289322,0.9896833877779381,-11.304916761879394,-0.00739494877814408,0.5085294708172866,
389,3,24.625447054475476,12.18766027742664,0.6689314985680425,milwaukee,no2,27.226496352202297,-0.0459906466608329,-0.07175460656273075,-0.15452397274105412,0.19300069567830078,-0.0052723483685977336,,30477.843290157572
